model_id,logloss,auc,aucpr,mean_per_class_error,rmse,mse,training_time_ms,predict_time_per_row_ms,algo
XGBoost_1_AutoML_1_20250602_184845,0.6884847112678246,0.5906757565521704,0.5287191305608117,0.4893067645723592,0.4967930456510869,0.2468033302072829,7638,0.006452,XGBoost
