model_id,logloss,auc,aucpr,mean_per_class_error,rmse,mse,training_time_ms,predict_time_per_row_ms,algo
XGBoost_1_AutoML_1_20250526_45412,0.6884847112678246,0.5906935845902368,0.5287471001811123,0.4887925011118427,0.4967930456510865,0.2468033302072824,14411,0.023163,XGBoost
